State,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20
North Dakota,1.509401805,1.18694836,0.98679828,0.909819054,0.947246253,1.081221399,1.287575837,1.539594331,1.810096794,2.075301089,2.316061798,2.515128405,2.659511123,2.744188441,2.773787352,2.762985278,2.73258551,2.704485847,2.69465068,2.711813056,2.759423405,2.835780674,2.936968105,3.060458162,3.197276692,3.324697364,3.404587887,3.385772244,3.208753152,2.81274977,2.143365672,1.157221744,-0.174838278,-1.863170492,-3.895739668,-6.238202137,-8.835677504,-11.61642291,-14.49768506,-17.39266823,-20.21814014,-22.90348628,-25.39795189,-27.67385065,-29.72628104,-31.56879308,-33.2262612,-34.7277845,-36.10015717,-37.36292028,-38.52588444,-39.58906717,-40.54460961,-41.37992607,-42.08148762,-42.63896562,-43.04875999,-43.31440689,-43.44522193,-43.45361236,-43.35068941,-43.1427374,-42.83023011,-42.40941624,-41.87570404,-41.22776243,-40.47095671,-39.61634056,-38.67845647,-37.67323265,-36.61686043,-35.52440329,-34.40831774,-33.27781723,-32.13909159,-30.99612157,-29.85318638,-28.71726843,-27.5984854,-26.51116831,-25.47480175,-24.51293383,-23.65008457,-22.9065022,-22.29330345,-21.80922416,-21.43802087,-21.14776836,-20.89448545,-20.62744987,-20.29619323,-19.85694748,-19.27688281,-18.53726559,-17.63647254,-16.59286084,-15.44391557,-14.24079395,-13.04145214,-11.90416007,-10.88074897,-10.00857289,-9.305353314,-8.766204513,-8.364656356,-8.058571072,-7.798024416,-7.531899376,-7.215987751,-6.822534253,-6.343183725,-5.788169701,-5.183521593,-4.566679668,-3.975941844,-3.443238097,-2.992330228,-2.636876246,-2.379272368,-2.212017032,-2.120199247,-2.083349218,-2.076232557,-2.07118382,-2.041388873,-1.962182758,-1.814222348,-1.586279795,-1.275646056,-0.88777837,-0.436458503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ohio,-2.460322274,-2.059185563,-1.459105256,-0.740920496,0.016573292,0.748953879,1.415476322,2.004002563,2.522171419,2.985174145,3.393630347,3.713657924,3.902815736,3.934427723,3.808381803,3.559625361,3.249398598,2.947582625,2.710463075,2.574077305,2.548068803,2.607272541,2.719125476,2.877446223,3.080646161,3.300938429,3.478695422,3.525193435,3.329471774,2.770438305,1.745743054,0.190697289,-1.922095385,-4.585158593,-7.753023597,-11.34033801,-15.22823172,-19.27709842,-23.34068526,-27.28425339,-30.99868254,-34.40519928,-37.45218703,-40.10987049,-42.36514692,-44.2155953,-45.66952216,-46.75139331,-47.4987467,-47.95843169,-48.18502435,-48.23576877,-48.16784611,-48.03834322,-47.90024794,-47.79688668,-47.75947076,-47.80444153,-47.93120525,-48.12399476,-48.35323979,-48.57844321,-48.75124631,-48.8233829,-48.75426005,-48.51460841,-48.09709973,-47.51365738,-46.78789294,-45.95069335,-45.03945039,-44.09426228,-43.14571241,-42.21111904,-41.29648577,-40.39890686,-39.51245406,-38.63552849,-37.76733767,-36.9058935,-36.0579311,-35.23929271,-34.47410583,-33.79392529,-33.23205134,-32.81172893,-32.53237265,-32.3681392,-32.27590877,-32.20866244,-32.12429284,-31.98971089,-31.78064849,-31.47387621,-31.05070444,-30.50739293,-29.8530879,-29.10567396,-28.29229461,-27.44510014,-26.59366759,-25.76545894,-24.98812357,-24.28220707,-23.65182501,-23.08219841,-22.54321227,-21.98254761,-21.34178361,-20.59218924,-19.73649067,-18.80591128,-17.85417886,-16.93740847,-16.08990128,-15.32364114,-14.64478305,-14.06306544,-13.59457294,-13.25962623,-13.06993578,-13.00683442,-13.02361124,-13.06492255,-13.08318834,-13.04756382,-12.9461421,-12.78485841,-12.57437308,-12.32367965,-12.04913108,-11.77424814,-11.52639275,-11.33271109,-11.2088654,-11.1409983,-11.09583868,-11.05127053,-11.01331899,-11.0148039,-11.10566065,-11.33183618,-11.70282918,-12.17994344,-12.70450794,-13.2076833,-13.60560827,-13.82554534,-13.84247599,-13.67920784,-13.37447288,-12.98290077,-12.5680117,-12.18528541,-11.87785234,-11.67478738,-11.58036122,-11.57918862
Oklahoma,-5.743429784,-4.694223621,-3.506186102,-2.319602722,-1.240292284,-0.334788457,0.36588879,0.861230378,1.174286561,1.345977855,1.42256756,1.441170256,1.436997824,1.452979652,1.535479726,1.725595301,2.04140579,2.465280091,2.94550971,3.413652201,3.809717245,4.095119811,4.259041145,4.318538875,4.298587168,4.212295604,4.055207604,3.806700912,3.431510508,2.882862689,2.109654444,1.062886559,-0.297020008,-1.990095351,-4.008504196,-6.314375082,-8.844532251,-11.51662668,-14.23766741,-16.91602832,-19.47105884,-21.83916643,-23.97950979,-25.87551363,-27.53140011,-28.96750131,-30.21324404,-31.29966816,-32.25323178,-33.09371216,-33.83445602,-34.48235558,-35.03973286,-35.50667539,-35.88122903,-36.16002986,-36.34157427,-36.42912364,-36.43101068,-36.35872297,-36.22318847,-36.03018834,-35.77795883,-35.45966252,-35.06790622,-34.59970866,-34.06095829,-33.46482588,-32.82764093,-32.16314651,-31.47995199,-30.78116893,-30.06366092,-29.31943943,-28.53681228,-27.70429866,-26.81534651,-25.86944757,-24.87191992,-23.8327838,-22.76703612,-21.69568368,-20.64418179,-19.63817384,-18.70150252,-17.85344953,-17.10423853,-16.45574769,-15.90615444,-15.45189609,-15.08545983,-14.79116678,-14.54360909,-14.30871967,-14.05235409,-13.75104377,-13.39814922,-13.00448197,-12.59693239,-12.21410122,-11.89540962,-11.66916835,-11.54397773,-11.50068042,-11.48875275,-11.43622661,-11.26813458,-10.91818858,-10.34383935,-9.544390831,-8.562000716,-7.465728664,-6.332206442,-5.22711493,-4.198592302,-3.278466008,-2.487512097,-1.837905916,-1.332895561,-0.969201039,-0.738507895,-0.62595696,-0.612468483,-0.680298871,-0.815717324,-1.008216902,-1.251094889,-1.540870499,-1.872977248,-2.239657726,-2.63200575,-3.041124515,-3.458160873,-3.87423418,-4.278802814,-4.654458698,-4.97852287,-5.236954761,-5.443349376,-5.638861189,-5.878232854,-6.203521009,-6.628131746,-7.137794182,-7.693953742,-8.236617638,-8.690267124,-8.97328477,-9.015458764,-8.76545929,-8.184712621,-7.243091491,-5.921459681,-4.22654188,-2.200852832,0,0,0
Oregon,-2.070939379,-1.455534586,-0.855196298,-0.300164386,0.200563961,0.652117116,1.067717654,1.466752977,1.865770941,2.282105862,2.726997845,3.161230902,3.531940288,3.80435597,3.964951091,4.024698651,3.998301841,3.886212279,3.672315872,3.339201283,2.8891779,2.350494909,1.781400339,1.273076759,0.906269592,0.712267854,0.666441128,0.697462105,0.693680396,0.511771836,0.00491411,-0.950933423,-2.439181417,-4.481022199,-7.043651086,-10.05852408,-13.42711689,-17.03454804,-20.76073471,-24.49449626,-28.14659119,-31.64828796,-34.94279143,-37.97871886,-40.70557845,-43.07596931,-45.05556557,-46.63225415,-47.81619709,-48.63675867,-49.13825128,-49.37155019,-49.38825326,-49.23696392,-48.95936367,-48.58939412,-48.15632098,-47.68657214,-47.20316431,-46.72442058,-46.26398481,-45.83049157,-45.42832637,-45.06079118,-44.73175078,-44.44636975,-44.21459699,-44.04740301,-43.95165016,-43.927436,-43.96736465,-44.05633053,-44.17004245,-44.27233846,-44.31592207,-44.25660687,-44.06758423,-43.74352909,-43.2979443,-42.75531187,-42.14459064,-41.49620318,-40.83870264,-40.19915322,-39.60418744,-39.07777907,-38.63691702,-38.28827213,-38.0321188,-37.86469122,-37.77590956,-37.74599088,-37.74335345,-37.72233143,-37.6301928,-37.42245724,-37.07244582,-36.57674676,-35.95915071,-35.26343546,-34.53883022,-33.82840985,-33.16833232,-32.5860002,-32.09566195,-31.6944194,-31.35971321,-31.03801159,-30.65732669,-30.16671048,-29.5490891,-28.8229947,-28.03971375,-27.2666679,-26.56331127,-25.96621003,-25.49425982,-25.15465973,-24.9409771,-24.83681163,-24.81721792,-24.84177871,-24.8553931,-24.80471851,-24.65340286,-24.38179222,-23.98556774,-23.47488296,-22.85989959,-22.14938454,-21.37019799,-20.56958383,-19.80503059,-19.13727816,-18.61339826,-18.23849156,-17.9769205,-17.78890619,-17.65203997,-17.56816086,-17.56730972,-17.69308331,-17.95869596,-18.32534675,-18.72821883,-19.10196015,-19.38282363,-19.52468623,-19.51614136,-19.37015606,-19.09762661,-18.73331135,-18.34444591,-17.99754344,-17.74513429,-17.62307261,-17.62925131,-17.73378675
Pennsylvania,-2.482568287,-1.96352342,-1.299805566,-0.57425901,0.130008004,0.744132287,1.223435876,1.559329909,1.781771204,1.95415128,2.134341498,2.317386251,2.467795933,2.550930853,2.542564222,2.439376542,2.264509972,2.059825506,1.862002492,1.696779029,1.583279279,1.518953566,1.4956312,1.534776641,1.663968267,1.881462931,2.141808319,2.354141865,2.386654554,2.075127892,1.259738434,-0.184936157,-2.345209947,-5.261612108,-8.913432442,-13.20893814,-17.98927932,-23.03798832,-28.10788441,-32.96285111,-37.41750239,-41.35016283,-44.69699549,-47.44259501,-49.60525227,-51.23005661,-52.39000069,-53.17719632,-53.69055481,-54.02083429,-54.24115151,-54.40313071,-54.53701852,-54.66118578,-54.79013368,-54.93617998,-55.11095627,-55.32313819,-55.57087125,-55.83827417,-56.09885866,-56.31921832,-56.46252728,-56.49690555,-56.40141735,-56.16339831,-55.78907951,-55.30433726,-54.74215444,-54.13617422,-53.52099712,-52.92818237,-52.37351686,-51.85089042,-51.33927378,-50.81390721,-50.25239046,-49.64236867,-48.98149471,-48.26957761,-47.51783969,-46.75485486,-46.02236,-45.36949456,-44.84546819,-44.48281204,-44.27859729,-44.19322777,-44.16372517,-44.12015207,-44.00282936,-43.76893222,-43.39467918,-42.86572247,-42.17708606,-41.34778032,-40.41982854,-39.44924937,-38.50235633,-37.64740759,-36.93862001,-36.40676793,-36.05616134,-35.86365501,-35.78385164,-35.75710441,-35.72109372,-35.59965998,-35.31440901,-34.82627295,-34.1359693,-33.27646027,-32.30248999,-31.26648903,-30.19183141,-29.07819807,-27.93151706,-26.78106115,-25.68558941,-24.72265922,-23.96037679,-23.41423173,-23.04441992,-22.79004788,-22.59366489,-22.41376573,-22.23363893,-22.05585318,-21.87433542,-21.66560003,-21.40922628,-21.09879906,-20.74917621,-20.39596802,-20.07708849,-19.79276037,-19.50355178,-19.1759741,-18.816662,-18.47832325,-18.24877348,-18.21341001,-18.40332912,-18.77605058,-19.25505169,-19.74813049,-20.14887853,-20.36589851,-20.36710288,-20.17082908,-19.79947417,-19.29074273,-18.69885822,-18.08282121,-17.50000197,-17.00509264,-16.62657572,-16.35880708
Rhode Island,-2.277483537,-1.718112322,-1.110451325,-0.547298778,-0.108075004,0.151088379,0.204866779,0.074523947,-0.168397635,-0.401107174,-0.480149959,-0.343757674,-0.016187651,0.436588752,0.929681878,1.373027079,1.699578044,1.888984452,1.951039618,1.908480485,1.789664576,1.618270426,1.424814029,1.261834562,1.179667664,1.187480134,1.239960902,1.243055594,1.067802625,0.559064433,-0.443284098,-2.065493722,-4.380884528,-7.405807966,-11.09095568,-15.31291585,-19.88713015,-24.58636377,-29.16769275,-33.41773348,-37.19241622,-40.42414308,-43.11441136,-45.30903353,-47.07224488,-48.478802,-49.6125767,-50.55953476,-51.39730284,-52.18086874,-52.9337128,-53.65046382,-54.31242249,-54.89876806,-55.39415768,-55.79438288,-56.1101461,-56.36377114,-56.57633593,-56.75930201,-56.91179116,-57.02117017,-57.07017847,-57.04437283,-56.93172601,-56.72177209,-56.42032572,-56.052506,-55.64549326,-55.22361596,-54.80792799,-54.41515873,-54.05407859,-53.71300973,-53.36830428,-52.99733252,-52.57945162,-52.09851893,-51.5442353,-50.90453068,-50.17797365,-49.3875978,-48.57884726,-47.81437765,-47.16527756,-46.69009283,-46.40757176,-46.28900938,-46.27332159,-46.28158932,-46.23605587,-46.07396444,-45.75376693,-45.25037013,-44.55508157,-43.68848273,-42.6992672,-41.65415938,-40.62957496,-39.70163674,-38.92850875,-38.33942192,-37.93660937,-37.69371558,-37.56130722,-37.47433919,-37.36377903,-37.15457143,-36.76763354,-36.16389989,-35.35371906,-34.38936198,-33.35308861,-32.33034363,-31.37478321,-30.4986555,-29.69510115,-28.95940886,-28.29929644,-27.73143893,-27.2713977,-26.9074803,-26.59155705,-26.26712405,-25.89021653,-25.43810466,-24.91875289,-24.36110403,-23.78547861,-23.19471862,-22.60101481,-22.03830955,-21.56717639,-21.26586512,-21.20089688,-21.37653261,-21.7235563,-22.14942157,-22.58570437,-23.0073319,-23.41866917,-23.82291279,-24.19131202,-24.45609256,-24.55613452,-24.45977037,-24.15938099,-23.67374123,-23.06652337,-22.41889674,-21.76841417,-21.13800138,-20.55549294,-20.05230142,-19.65964379,-19.41237628,-19.32174,-19.35698499
South Carolina,-3.122415287,-2.448102165,-1.604760926,-0.704215738,0.14135303,0.838624856,1.325483252,1.575325703,1.599676029,1.4582069,1.246026667,1.059676777,0.978886896,1.054589517,1.300145397,1.708386656,2.25632211,2.899665974,3.553604019,4.112651364,4.487961281,4.63321703,4.562831426,4.366981048,4.173809988,4.09236996,4.174298668,4.395257766,4.657462603,4.82526409,4.762348333,4.351437999,3.491695391,2.10197372,0.133532659,-2.415932687,-5.493258683,-8.985126193,-12.7263293,-16.52666741,-20.19830847,-23.58133307,-26.56003577,-29.06867299,-31.09118238,-32.66055283,-33.84904519,-34.75225578,-35.46927436,-36.08799597,-36.67659019,-37.2807143,-37.92814299,-38.6292022,-39.37772722,-40.1537951,-40.9287603,-41.66913078,-42.33978592,-42.90589257,-43.32889915,-43.56700401,-43.581352,-43.34719297,-42.86602761,-42.17196769,-41.33400857,-40.43345534,-39.5384899,-38.69192192,-37.90805718,-37.17512519,-36.46348379,-35.74227779,-34.98535491,-34.16757563,-33.27263189,-32.3028101,-31.2720173,-30.2005811,-29.1153752,-28.04181385,-26.99801484,-25.99609499,-25.04493114,-24.15037766,-23.31423835,-22.53619309,-21.81745647,-21.16605121,-20.59653928,-20.12504038,-19.75840625,-19.4827949,-19.27300569,-19.10637352,-18.96668603,-18.8453436,-18.74196844,-18.66129732,-18.60776886,-18.58435846,-18.59360471,-18.63286017,-18.68915673,-18.73263932,-18.71707663,-18.57567046,-18.23994184,-17.67616236,-16.8914955,-15.93707399,-14.89420142,-13.845971,-12.8596777,-11.98527084,-11.26299773,-10.72588524,-10.39696721,-10.28791746,-10.39217715,-10.66940975,-11.05166452,-11.46669853,-11.85204877,-12.16306407,-12.37567582,-12.48183185,-12.47502699,-12.35138778,-12.1248359,-11.83332385,-11.53273717,-11.28253725,-11.1265127,-11.07152045,-11.0947668,-11.17145771,-11.29314523,-11.47423076,-11.74649958,-12.14031832,-12.65420477,-13.24265833,-13.8421382,-14.38418635,-14.79349384,-15.00687104,-15.00331995,-14.8056159,-14.44764275,-13.97960222,-13.4671906,-12.9694753,-12.52692014,-12.16113107,-11.87321622,
South Dakota,0.024568527,0.10124065,0.357033318,0.746105171,1.209278889,1.67958807,2.096363339,2.421933343,2.644431744,2.77613198,2.844451914,2.866569664,2.846115615,2.784827473,2.699591972,2.629567168,2.625651374,2.739869006,2.994651371,3.367363311,3.814019589,4.285935467,4.743599501,5.168218567,5.546739745,5.851733666,6.032924757,6.018888424,5.727259985,5.082965536,4.03521388,2.569548975,0.71094798,-1.478244629,-3.910733346,-6.487857355,-9.112791292,-11.70496058,-14.19899704,-16.54351498,-18.70099056,-20.6499657,-22.38953637,-23.93466376,-25.30933655,-26.54082677,-27.65334802,-28.66583454,-29.59365541,-30.44833294,-31.23736802,-31.96471766,-32.62984729,-33.228404,-33.75462084,-34.20575766,-34.58820456,-34.91643936,-35.20800705,-35.47650438,-35.72174636,-35.92368215,-36.04485565,-36.03867213,-35.86129661,-35.48657769,-34.91579998,-34.17143692,-33.28832959,-32.30570193,-31.26076747,-30.18351897,-29.0939062,-28.00344027,-26.91777512,-25.83586885,-24.75512365,-23.67808865,-22.61490305,-21.58622459,-20.62315702,-19.76491572,-19.05266672,-18.51896378,-18.17923391,-18.03004928,-18.0462104,-18.17986014,-18.37182797,-18.5606518,-18.69139643,-18.72185618,-18.62052251,-18.3624606,-17.92860073,-17.3115411,-16.52057745,-15.5835591,-14.54662481,-13.47128635,-12.4268153,-11.476122,-10.66693007,-10.025188,-9.547484108,-9.200364877,-8.931801544,-8.677150905,-8.366543569,-7.942516644,-7.364428647,-6.620506507,-5.73404719,-4.76011686,-3.762159746,-2.794337026,-1.900662651,-1.114658466,-0.457191126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,-3.997807943,-3.249401463,-2.223134109,-1.057313224,0.103055994,1.132662865,1.943317656,2.492418471,2.785102464,2.871749017,2.826023373,2.715216129,2.594280625,2.513885238,2.510890451,2.609797077,2.815428259,3.099183317,3.402688372,3.662833111,3.831105745,3.881297055,3.820874189,3.70746349,3.608289321,3.556676895,3.537084942,3.489109713,3.320667298,2.927836698,2.225530294,1.159664696,-0.298504017,-2.155311469,-4.39525266,-6.982342225,-9.859310496,-12.94578639,-16.14468467,-19.34750036,-22.4436537,-25.33146299,-27.92780688,-30.17725327,-32.05539293,-33.57349364,-34.77566749,-35.73006006,-36.51303743,-37.19492289,-37.8302366,-38.4510216,-39.06880084,-39.67917789,-40.26752388,-40.81266085,-41.29223124,-41.68701507,-41.9808791,-42.16123288,-42.21589022,-42.12996931,-41.8861442,-41.47282882,-40.89365192,-40.17324019,-39.36352194,-38.52833805,-37.72657085,-37.00152206,-36.37677104,-35.85327873,-35.40774751,-35.00087971,-34.57944655,-34.08196318,-33.45508108,-32.66759846,-31.71141787,-30.60196346,-29.37954829,-28.10053043,-26.82801187,-25.62315627,-24.53604181,-23.5982535,-22.81628721,-22.17656166,-21.65326156,-21.21937528,-20.85431973,-20.54522265,-20.28398893,-20.05299763,-19.82993147,-19.59977675,-19.35753825,-19.10671518,-18.85968413,-18.6355542,-18.45219517,-18.32344746,-18.2556105,-18.24116151,-18.25463813,-18.25348901,-18.18596195,-17.99093212,-17.61743631,-17.05427652,-16.33049637,-15.50755718,-14.66339717,-13.86598948,-13.15552581,-12.54725589,-12.04310801,-11.6389051,-11.32726291,-11.10062997,-10.94880523,-10.84733483,-10.76485419,-10.67752372,-10.57473726,-10.45701554,-10.33392828,-10.21931044,-10.11778604,-10.02715801,-9.947964769,-9.886939459,-9.857574894,-9.876722756,-9.955793014,-10.0865356,-10.24933985,-10.43139986,-10.63649032,-10.88298852,-11.19474119,-11.58433386,-12.0335482,-12.49602875,-12.91905605,-13.24940104,-13.43010626,-13.41935664,-13.2175641,-12.8668169,-12.42384824,-11.9525999,-11.51477275,-11.15689466,-10.90869489,-10.78340073,-10.77239484,-10.85629905
Texas,-2.504714986,-1.869640451,-1.122272929,-0.355384863,0.351057103,0.933947194,1.350939092,1.58916817,1.665732317,1.632332764,1.562083373,1.508915328,1.509342324,1.587174546,1.756090883,2.027849944,2.393028978,2.80981519,3.209868984,3.522342142,3.699732424,3.724114348,3.612808531,3.430692138,3.248812751,3.105257446,2.988361466,2.833979713,2.546002079,2.015111434,1.141156422,-0.152716487,-1.923110395,-4.197992745,-6.966394334,-10.17797178,-13.74741927,-17.5499317,-21.43270259,-25.23917105,-28.83204888,-32.10997259,-35.01712498,-37.54215984,-39.70562802,-41.54836698,-43.1174982,-44.45787516,-45.61037136,-46.60998914,-47.48659736,-48.26266028,-48.95260027,-49.56099039,-50.07784244,-50.4814529,-50.74984792,-50.87103086,-50.84893326,-50.70110829,-50.44918625,-50.10799009,-49.68049014,-49.16386939,-48.55919089,-47.87766852,-47.14679087,-46.39992715,-45.66446071,-44.95481259,-44.27529115,-43.62349436,-42.98991361,-42.36323291,-41.73107516,-41.08171229,-40.4085403,-39.7089274,-38.97779294,-38.20506036,-37.38385715,-36.51901575,-35.62991295,-34.74749528,-33.91014601,-33.15673168,-32.51230075,-31.98627249,-31.58384409,-31.31280923,-31.18050669,-31.18628979,-31.30725912,-31.48167046,-31.62121427,-31.64021676,-31.47589172,-31.10159367,-30.53772109,-29.8498587,-29.13028439,-28.47377546,-27.9605365,-27.63435911,-27.48529161,-27.45416983,-27.44892944,-27.35196578,-27.05889451,-26.53168761,-25.79644511,-24.9280956,-24.02412686,-23.16517964,-22.38901335,-21.70117353,-21.10276614,-20.6017193,-20.21272565,-19.95659553,-19.84768936,-19.8675036,-19.96882221,-20.10481644,-20.24551916,-20.37769055,-20.5064489,-20.64964265,-20.81568589,-21.0023564,-21.21473602,-21.46707719,-21.77627075,-22.15412223,-22.59266165,-23.04405106,-23.43986406,-23.73256817,-23.91225741,-24.00587872,-24.07448703,-24.19324026,-24.41152804,-24.73605234,-25.14001527,-25.56868573,-25.9446495,-26.18791341,-26.24899488,-26.11809257,-25.81087985,-25.36175816,-24.81342923,-24.20554713,-23.57258917,-22.94521193,-22.34428747,
Utah,-3.541529844,-2.46076688,-1.536786883,-0.843658649,-0.406221049,-0.201146914,-0.162269027,-0.190699147,-0.177155085,-0.025984494,0.297050146,0.736507117,1.203136976,1.61768057,1.933674025,2.139366001,2.229533995,2.202849573,2.055031281,1.783810489,1.405726399,0.963053355,0.529923974,0.199010119,0.022776108,-0.002975956,0.061960201,0.114696095,0.030508513,-0.320657643,-1.060842284,-2.289667872,-4.075916889,-6.449897806,-9.39046617,-12.81460967,-16.58182585,-20.50596,-24.38006191,-28.01100829,-31.25489609,-34.03936989,-36.35639203,-38.24381106,-39.76220474,-40.97857774,-41.95862681,-42.76229809,-43.44060118,-44.03352276,-44.567797,-45.05502654,-45.49542056,-45.88182851,-46.20318167,-46.44889698,-46.61375022,-46.700199,-46.71820133,-46.68436185,-46.61767009,-46.53239282,-46.43270251,-46.31297922,-46.15894127,-45.95132546,-45.67682102,-45.33021045,-44.91341072,-44.43619453,-43.91594505,-43.37223533,-42.81854474,-42.25957475,-41.6901463,-41.10064513,-40.48378692,-39.83938436,-39.16992433,-38.47494627,-37.75305379,-37.00708728,-36.24675724,-35.48899646,-34.75825948,-34.08169311,-33.47822835,-32.95506016,-32.51275125,-32.15037892,-31.8659728,-31.65248218,-31.49140723,-31.34587949,-31.17002737,-30.92666185,-30.59641604,-30.18124382,-29.70717566,-29.21833861,-28.7616002,-28.37423068,-28.07853615,-27.87933889,-27.76294746,-27.69662385,-27.63649114,-27.52353367,-27.2958232,-26.92586857,-26.43073221,-25.86649882,-25.311427,-24.83651484,-24.48079309,-24.24862626,-24.12320868,-24.0747521,-24.06475567,-24.05887577,-24.03243131,-23.96306185,-23.83151004,-23.63310981,-23.38052208,-23.09437134,-22.79568315,-22.50096221,-22.20839015,-21.90060666,-21.56957833,-21.23042493,-20.92037928,-20.68663317,-20.56467761,-20.5532104,-20.6206366,-20.73616222,-20.87971842,-21.0418446,-21.23053762,-21.46480521,-21.74247139,-22.0285484,-22.28329086,-22.47136732,-22.55035428,-22.49508567,-22.32223051,-22.07443828,-21.78413494,-21.49338532,-21.26028525,-21.13112208,-21.133997,-21.28190855,-21.55503537,-21.91342125
Vermont,-9.160675842,-7.51213499,-5.384337335,-3.038299038,-0.744653988,1.279161022,2.883901089,3.982367128,4.546329312,4.621702747,4.332811802,3.820503724,3.17408432,2.430162223,1.594881696,0.684932911,-0.225842314,-1.016908025,-1.562221891,-1.756659519,-1.548009289,-0.98324001,-0.17095029,0.797002586,1.854415796,2.93480082,3.950156528,4.769965272,5.229555129,5.156449632,4.416260555,2.930947765,0.669920793,-2.360506431,-6.111073028,-10.48418948,-15.33719489,-20.48165885,-25.70971494,-30.81291368,-35.60871021,-39.95998886,-43.78501539,-47.06073804,-49.80989199,-52.08395092,-53.94818616,-55.4679053,-56.69771161,-57.68155157,-58.45389532,-59.04119233,-59.46821634,-59.75551037,-59.91497705,-59.95362862,-59.88511561,-59.73741921,-59.55058763,-59.36554477,-59.20088152,-59.0428045,-58.85009747,-58.56716504,-58.13871085,-57.52812706,-56.73933814,-55.80490933,-54.77086471,-53.6904551,-52.62177661,-51.62582971,-50.75832477,-50.04847894,-49.47819281,-49.01012286,-48.60674217,-48.23561882,-47.87327585,-47.50473087,-47.12598728,-46.74196562,-46.36044901,-45.99349559,-45.66683026,-45.41532158,-45.26869174,-45.24110284,-45.32577689,-45.48936497,-45.67399617,-45.80298083,-45.79639072,-45.5838907,-45.11132633,-44.34704892,-43.28440607,-41.94595453,-40.39028384,-38.71429002,-37.04747236,-35.5336538,-34.30324329,-33.44296679,-32.97635929,-32.86986147,-33.0496007,-33.40072312,-33.78136627,-34.06250765,-34.14052909,-33.9482352,-33.46161302,-32.69813285,-31.70559175,-30.5601205,-29.36307345,-28.23015359,-27.27290532,-26.57463489,-26.18228098,-26.09033896,-26.22971426,-26.49183743,-26.75648204,-26.91662997,-26.90493334,-26.70681761,-26.35256148,-25.89625774,-25.3953539,-24.89739539,-24.43437827,-24.03230658,-23.72231761,-23.53501848,-23.49262441,-23.6015834,-23.82954781,-24.10258818,-24.3281549,-24.42827374,-24.35038446,-24.06944402,-23.59821393,-22.98117562,-22.27586563,-21.55411491,-20.91308218,-20.4568565,-20.24353958,-20.28205974,-20.53945115,-20.94947486,-21.44210648,-21.97464889,-22.52481255,
